actor_entropy,actor_loss,actor_target_entropy,alpha_loss,alpha_value,batch_reward,critic_loss,critic_target_value,critic_value_reg,duration,episode,episode_reward,step
-11.999491762161254,-44.60552484893799,-12.0,5.754755140515044e-06,0.010520834913322173,0.49443345206975936,0.4901203345954418,44.45366160964966,360.3148118591309,15.467829942703247,47.0,595.4856849801149,47000
-11.9499694480896,-45.252812934875486,-12.0,0.0005218865972856292,0.010338919878330145,0.5010162671804428,0.5680040590465069,45.1288182258606,365.76695739746094,15.46085238456726,48.0,817.4891635314118,48000
-12.070564686775208,-45.949136169433594,-12.0,-0.000735706951280008,0.010417113445715236,0.5081218882799149,0.5379971875548363,45.80950862121582,370.86706271362306,15.544803857803345,49.0,828.6894496900813,49000
-11.969048818588258,-46.61387784576416,-12.0,0.0003260256433713948,0.010493469075523685,0.5148063082993031,0.5548530703186989,46.481413082122806,375.70070797729494,0.0,50.0,854.6327334568268,50000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.861701488494873,0.0,0.0,50000
-12.010824427604675,-47.299812744140624,-12.0,-0.00011258834402542562,0.010465187562824815,0.5212312735915184,0.5271091001033783,47.161068370819095,379.77698748779295,16.17216444015503,51.0,812.5310333720964,51000
-12.025732582092285,-47.9538274230957,-12.0,-0.0002710273168049753,0.010586886509402996,0.5274268105924129,0.5835945957005024,47.81172822189331,384.10517874145506,15.445794820785522,52.0,836.1028451645268,52000
-12.018236694335938,-48.58756973266602,-12.0,-0.00019361378779285588,0.010632058799921257,0.5322801871299744,0.5590650832355022,48.446758796691896,388.3623315124512,15.538251399993896,53.0,814.7955556658235,53000
-12.014395215034485,-49.17520370483398,-12.0,-0.0001538151066924911,0.0107035258527292,0.5372458083927631,0.5597352373898029,49.037940570831296,392.2506684875488,15.363061428070068,54.0,811.5948454719421,54000
-12.02159939289093,-49.310560214996336,-12.0,-0.00023231871295138263,0.010721253813165986,0.5351710361540317,0.5757558794021607,49.178042995452884,393.99976602172853,15.445730686187744,55.0,764.5442904708937,55000
-11.981858475685119,-49.414111267089844,-12.0,0.00019632508064387367,0.010804110032871376,0.5322375231683254,0.5880454683303833,49.28824600601196,394.5209108581543,15.453852891921997,56.0,74.21109533842186,56000
-12.036210896492005,-49.94294086837768,-12.0,-0.00039196159440325575,0.01084097052778777,0.5377841688394547,0.5521250978410244,49.81730974578858,398.7143829345703,15.44826889038086,57.0,798.3431158454987,57000
-12.002215237617493,-50.3941989402771,-12.0,-2.3824109928682447e-05,0.01093121501356717,0.5417172673940659,0.5830292448997497,50.272414001464846,402.5538077392578,15.480884552001953,58.0,733.1762719588328,58000
-12.001062434196472,-50.82012450408936,-12.0,-1.1316632291709538e-05,0.010931776292766043,0.5448115755915641,0.6009374852478504,50.70258203887939,405.28751486206056,15.443952798843384,59.0,703.7629055033834,59000
-11.97703928565979,-51.31097617340088,-12.0,0.00025044751093082596,0.010854082186780863,0.549837700843811,0.609512060880661,51.20293640518189,408.1038440551758,0.0,60.0,883.7760816836748,60000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.847410202026367,0.0,0.0,60000
-11.991722262382508,-51.90321541976929,-12.0,8.989134355215356e-05,0.010822882032502415,0.5553114060759544,0.6138487548232079,51.79149534225464,411.96898330688475,16.288477182388306,61.0,874.3502436640789,61000
-11.992371426582336,-52.37182383346558,-12.0,8.2745882042218e-05,0.010836071370871628,0.5602207055091858,0.6116888789534569,52.266362037658695,415.25463552856445,15.471850156784058,62.0,855.3442208739532,62000
-12.029206512451172,-52.89753914642334,-12.0,-0.0003157879871723708,0.010805618840588237,0.5658054354786873,0.6013085072338581,52.79322120666504,418.9777923278809,15.505494356155396,63.0,867.994298172129,63000
-12.00659905719757,-53.37307493209839,-12.0,-7.160692739125807e-05,0.010917592787683285,0.569700608253479,0.5999734916388989,53.27070054244995,421.2610811767578,15.422425031661987,64.0,858.2476966514022,64000
-11.98422281742096,-53.826776638031006,-12.0,0.000172449856523599,0.010885976240329314,0.5736574852466583,0.6146562732160091,53.736301223754886,424.0314844970703,15.457985162734985,65.0,852.1399047521572,65000
-11.996221133232117,-54.29461838912964,-12.0,4.22010556794703e-05,0.010761791214097729,0.5786832919120789,0.6420832721590995,54.21552698516846,427.83612667846677,15.617335796356201,66.0,867.4983019770538,66000
-12.034071454048156,-54.74971043395996,-12.0,-0.00037116141490696464,0.010954364647914478,0.581881107032299,0.6183234748542309,54.65374050140381,430.6317953186035,15.622271299362183,67.0,790.7825635072063,67000
-11.979537576675416,-55.141897430419924,-12.0,0.00022415977163473143,0.010945283369878262,0.5855942882299423,0.6486791240870953,55.054589466094974,432.8249455871582,15.499929428100586,68.0,862.6533272633064,68000
-12.027496848106384,-55.56791826248169,-12.0,-0.00030071630846941844,0.010926196333886012,0.589549852013588,0.6297922840714455,55.47633613586426,435.2459829711914,15.468868970870972,69.0,862.248378616574,69000
-11.990328968048095,-56.09548180770874,-12.0,0.00010682397044729441,0.01094483328608641,0.5944969959259033,0.613521714746952,56.014692737579345,438.86344732666015,0.0,70.0,833.4337983050192,70000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.966356992721558,0.0,0.0,70000
-12.016456498146058,-56.397929401397704,-12.0,-0.0001807874807564076,0.011034852840779572,0.5973442389369011,0.6246321634948253,56.31416300582886,440.2139561462402,16.254657983779907,71.0,868.5729261602122,71000
-12.009940204620362,-56.80460829544067,-12.0,-0.00010955681835184806,0.011053309875557974,0.6018148818612099,0.6044129849076271,56.72248286056519,443.24030493164065,15.408166885375977,72.0,907.9178144199557,72000
-12.017890460968017,-57.209533432006836,-12.0,-0.0001987302826892119,0.011110033715382165,0.605915412724018,0.622697351127863,57.129534267425534,445.8402477722168,15.557864904403687,73.0,880.451185306096,73000
-11.998982221603393,-57.56844230270386,-12.0,1.1667271683108994e-05,0.011200671648167211,0.6097702414393426,0.6250004832446575,57.487940269470215,447.7792059326172,15.452644109725952,74.0,883.2765266480521,74000
-11.99972853088379,-57.94676469039917,-12.0,3.5961253452114763e-06,0.01113569700930285,0.6133773223161697,0.6167415853142738,57.87638599777222,449.8856474914551,15.531337976455688,75.0,858.0588316380906,75000
-12.000410093307496,-58.30112762451172,-12.0,-4.227380122756585e-06,0.011188133329245956,0.616645699262619,0.6538025567531586,58.22955007553101,452.8443286437988,15.51430344581604,76.0,883.3932599233775,76000
-12.016576222419738,-58.652387840271,-12.0,-0.00018545469886157662,0.011229965213052053,0.6203196905255318,0.6103456065952778,58.58277043914795,455.25035513305664,15.534092664718628,77.0,868.404015244682,77000
-11.985783177375794,-58.959016006469724,-12.0,0.0001599403044383507,0.011224269766083178,0.6235100128054619,0.6390859719216824,58.89414681243896,456.83119464111326,15.513114213943481,78.0,895.107869052839,78000
-11.992219778060914,-59.32402834320068,-12.0,8.732811370282434e-05,0.011147501916219514,0.6274293178915977,0.6790477250218392,59.26462196350098,458.36878503417967,15.456865310668945,79.0,880.1354118211656,79000
-12.017729879379273,-59.59301063919067,-12.0,-0.0001979464864562033,0.011202512921238283,0.6294493181705475,0.6479985229969024,59.52997675323486,459.787063873291,0.0,80.0,863.0531392661455,80000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.873462677001953,0.0,0.0,80000
-12.010241422653198,-59.854951969146725,-12.0,-0.00011482830127351917,0.01124604420723704,0.63236192715168,0.6248714246451855,59.79547894287109,461.7885415344238,16.225921869277954,81.0,885.0225695535017,81000
-11.968320427894593,-59.84496315765381,-12.0,0.0003550132403615862,0.01119931357832862,0.6309089658260345,0.6613867717683315,59.79174746704101,460.3649891357422,15.461536645889282,82.0,536.791374562221,82000
-11.9950882730484,-60.0652294845581,-12.0,5.49454111023806e-05,0.011116353019345188,0.6330147891640663,0.6590858483910561,60.016679164886476,462.5766521606445,15.460417985916138,83.0,753.7650439209879,83000
-11.995104471206664,-60.0801946144104,-12.0,5.461572000058368e-05,0.011083942566528674,0.6321015160679817,0.6166763445734977,60.03228140258789,462.7804136657715,15.54594874382019,84.0,596.9925898388108,84000
-11.972014176368713,-60.090159408569335,-12.0,0.0003085934532718966,0.010980599530198355,0.6316632942557335,0.6549830300807953,60.04684302902222,463.0119403076172,15.498894214630127,85.0,530.1049037511079,85000
-11.989804420471192,-60.32295657348633,-12.0,0.00011163349878916051,0.010912708191102799,0.6345375354290008,0.6197248464822769,60.279878746032715,464.93126095581056,15.694623708724976,86.0,928.1196008322627,86000
