actor_entropy,actor_loss,actor_target_entropy,alpha_loss,alpha_value,batch_reward,critic_loss,critic_target_value,critic_value_reg,duration,episode,episode_reward,step
7.375179782390594,-3.1216162627674637,-12.0,1.8430483427643776,0.09512539123677523,0.49189217534661295,0.08773289831727743,1.927273467157036,16.356129392385483,15.70502781867981,6.0,467.76820603385,6000
5.464272300243378,-5.7735997900962825,-12.0,1.5146855156421661,0.08662545268987369,0.48592757669091224,0.028617707949131727,4.502535311698914,38.513255191802976,15.464418888092041,7.0,471.9414323179359,7000
2.980591163992882,-8.620827302932739,-12.0,1.1932487748861313,0.07959031618091045,0.4834168637692928,0.035755593609064815,7.293427642822266,64.76369053649903,15.244422435760498,8.0,456.5271887519499,8000
1.9980020295381546,-11.246856511116027,-12.0,1.025993014216423,0.07327746493428662,0.4679083940088749,0.055738559439778325,9.993121556282043,90.87254998779296,15.402153730392456,9.0,400.3018903466522,9000
1.734164778470993,-13.394327609062195,-12.0,0.924224946796894,0.06728212169055037,0.44242976006865503,0.07946954602375626,12.31126935482025,113.26214025878906,0.0,10.0,307.6895562064683,10000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.885897874832153,0.0,0.0,10000
1.310402501821518,-15.031689174652099,-12.0,0.8211237286925316,0.061674290628887,0.40711310029029846,0.11029112841188908,14.108633896827698,130.43147550964355,16.08065128326416,11.0,114.84771113727741,11000
0.9584622263610363,-16.418829836845397,-12.0,0.7324985688328743,0.056518411435557435,0.37506580299139025,0.13307333614677191,15.634903332710266,144.3004736480713,15.473650455474854,12.0,54.20744020461535,12000
0.6374152672588825,-17.703922040939332,-12.0,0.6543564507365227,0.05176371530143387,0.3599856642186642,0.14767849324643612,17.033019397735597,156.13983840942382,15.607236862182617,13.0,48.955278208905646,13000
0.16655897082202137,-18.643589572906492,-12.0,0.5772289977669716,0.0474262288570217,0.34044570633769033,0.15348043667525052,18.06541464805603,165.33098440551757,15.465951204299927,14.0,209.07504554220068,14000
-0.44023661040980366,-19.469446300506593,-12.0,0.5029467335641384,0.04349187487973188,0.32632729804515836,0.1644495445266366,18.961593505859376,173.30101779174805,15.4642333984375,15.0,74.9573969922239,15000
-1.030331351608038,-20.11616298484802,-12.0,0.43800112351775167,0.03991385170165077,0.31362034130096433,0.16524952398985623,19.6684870929718,179.58810229492187,15.385332584381104,16.0,151.6065019210701,16000
-1.5179817311167716,-20.67193043899536,-12.0,0.38414064145088195,0.03663400933748587,0.30529742696881296,0.17211370170116425,20.27526996421814,185.36056828308105,15.550090789794922,17.0,109.37129473708995,17000
-1.9681243897676468,-21.37441748428345,-12.0,0.33736121153831483,0.033621255119752266,0.30660993385314944,0.19335766065120696,21.014416648864746,192.50328106689454,15.59592342376709,18.0,193.43193454566713,18000
-2.1593233135938643,-22.362662408828736,-12.0,0.3033734709471464,0.030829459217706467,0.3172394127845764,0.5068970174193382,22.049052398681642,200.9182307281494,15.447795629501343,19.0,476.26410723192066,19000
-2.5091762273311615,-23.583151168823242,-12.0,0.268137325912714,0.028240336396590786,0.3294421895444393,0.2561894126832485,23.27516312789917,209.8888677368164,0.0,20.0,487.6585787924969,20000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.855623245239258,0.0,0.0,20000
-3.2326996819972993,-25.19871062660217,-12.0,0.227397609770298,0.025922968342092418,0.35045089927315715,0.36122519738972186,24.898735584259033,220.11850405883789,16.159630298614502,21.0,784.0757906942052,21000
-3.9075432012081146,-26.726173522949217,-12.0,0.19303799256682397,0.023839692021381594,0.36830290433764457,0.30524580398201945,26.42171231842041,229.31392993164062,15.479962587356567,22.0,738.4384201023254,22000
-4.6367725930213926,-28.1854273147583,-12.0,0.16173946146667004,0.021952148672839032,0.3844588944017887,0.3411635422408581,27.886252172470094,238.94888343811036,15.573562145233154,23.0,741.4601532595534,23000
-5.264910084724426,-29.48874920845032,-12.0,0.1363368552327156,0.02022946802176823,0.3976219279170036,0.3082064154446125,29.202386884689332,247.0334270324707,15.481871128082275,24.0,716.2272993338347,24000
-5.967920984745025,-30.72014483833313,-12.0,0.11262873119860888,0.018658291573263642,0.4100539871156216,0.3659346807152033,30.46257268714905,255.3092791748047,15.459473848342896,25.0,692.0829933338458,25000
-6.581259620666504,-31.839005699157713,-12.0,0.09340671923011541,0.017224533397422893,0.42278928807377814,0.3725110809057951,31.598213539123535,263.163653213501,15.489072799682617,26.0,710.8032905949493,26000
-7.512183725357056,-32.94966567802429,-12.0,0.07163019266352058,0.015941500480599266,0.4351708348095417,0.32544034598767757,32.691104219436646,270.7433338470459,15.511695861816406,27.0,756.5321954175295,27000
-8.13202252292633,-33.995034294128416,-12.0,0.057298299092799425,0.014793502589727623,0.44637501364946364,0.42326492121815684,33.77153067398071,278.3807805175781,15.454498291015625,28.0,764.1885519598379,28000
-8.994248717308045,-35.02686024475098,-12.0,0.04145861357823014,0.013770892753886125,0.4564698238372803,0.3143310372233391,34.767209968566895,286.22657623291013,15.435992956161499,29.0,721.44479286247,29000
-9.762479264259339,-36.02552440643311,-12.0,0.028889995352365076,0.012894148162228676,0.467619931101799,0.396178073361516,35.762705215454105,292.7556929321289,0.0,30.0,773.7568257533168,30000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.839735746383667,0.0,0.0,30000
-10.428307851791383,-36.78131159210205,-12.0,0.019107066079974176,0.01212483444751317,0.4720341414511204,0.3644776658117771,36.51693661117554,299.11396826171875,16.33131241798401,31.0,770.5559848391083,31000
-10.918946454048157,-36.92288001632691,-12.0,0.012438293338869697,0.011493613568109538,0.46463784682750703,0.43946823820471764,36.70331410980224,300.7160112304687,15.498184204101562,32.0,234.35473349510795,32000
-11.597257771492004,-37.07080991363525,-12.0,0.004448771498704446,0.011017402914756662,0.4572153396308422,0.3404938656389713,36.82396815490723,302.7465562133789,15.410451412200928,33.0,257.8656296073558,33000
-11.923002058029175,-37.45246015548706,-12.0,0.0008349404772307025,0.010841276059280518,0.4552143678963184,0.40943314230442046,37.21253317260742,305.29362149047853,15.472936868667603,34.0,201.65495528800767,34000
-12.078523658752442,-37.90858595657349,-12.0,-0.0008526186924282228,0.01085122746630816,0.4561231893599033,0.4020238009691238,37.67359169769287,309.609925201416,15.548459529876709,35.0,604.5227773885148,35000
-12.036413251876832,-37.877552745819095,-12.0,-0.00039986418298212814,0.010968584119438652,0.44749247559905053,0.3515653383731842,37.65449257278443,310.9077246398926,15.511979579925537,36.0,305.8457525041003,36000
-11.985420721054076,-38.23257326126099,-12.0,0.0001609845445927931,0.011022372991534782,0.4453238225579262,0.4223112334012985,38.0199228439331,314.15199124145505,15.495282888412476,37.0,71.47401100511799,37000
-11.974112342834472,-39.067473316192626,-12.0,0.0002836493109498406,0.010926746961263788,0.4535035398006439,0.43395226258039477,38.858508296966555,319.4988782043457,15.421780586242676,38.0,835.3205190224933,38000
-11.867746966361999,-39.51693307876587,-12.0,0.0014095288316602818,0.010704210788116557,0.45524388465285304,0.45271334716677664,39.34008093643188,322.80739205932616,15.597543001174927,39.0,425.52501495860673,39000
-12.047351864814758,-40.45204901885986,-12.0,-0.0004967812059039716,0.010544641702831238,0.4637108159661293,0.4141876732707024,40.25515721511841,329.74084814453124,0.0,40.0,804.1968971815674,40000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.822010278701782,0.0,0.0,40000
-11.991578285217285,-41.28285882949829,-12.0,8.939122670562938e-05,0.010539749669879216,0.4727492402791977,0.4869968203008175,41.09782735824585,334.88640173339843,16.24473547935486,41.0,820.5797857213912,41000
-11.993857431411744,-42.01908048629761,-12.0,6.50157564523397e-05,0.010553966653949658,0.4786500351727009,0.47547519782185554,41.836274280548096,340.4764014587402,15.60812759399414,42.0,710.2728567010752,42000
-12.01992955493927,-42.59975322723389,-12.0,-0.00021014571073465048,0.010577028762194384,0.48198290091753004,0.5086152217388153,42.42297216796875,344.301353515625,15.517359495162964,43.0,659.0228861306191,43000
-11.987906050682067,-43.1421876449585,-12.0,0.00012829160891124046,0.010576485386726257,0.4855789126455784,0.4869981813728809,42.97207172393799,348.1256730957031,15.443475246429443,44.0,782.0895435044173,44000
-11.986584771156311,-43.40322665786743,-12.0,0.00014144864157424308,0.010529431901990328,0.4841889761984348,0.4838647909462452,43.2407970161438,351.5007700195313,15.58979868888855,45.0,256.71188138985985,45000
-12.003488903999328,-44.04199917602539,-12.0,-3.630499116843566e-05,0.010511121344923824,0.4900062282681465,0.5379511237740516,43.88436664199829,356.3928483886719,15.599363803863525,46.0,814.7826727795723,46000
